,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y,min_duration,age_bin,pdays_contacted
4062,46,management,married,primary,no,357,yes,yes,unknown,19,may,2,0,0,unknown,0,3.683333333333333,"(33.0, 48.0]",0
41849,27,management,married,tertiary,no,893,no,no,cellular,16,oct,2,0,0,unknown,1,2.566666666666667,"(17.925, 33.0]",0
8278,41,blue-collar,married,primary,no,1905,yes,no,unknown,2,jun,4,0,0,unknown,0,2.7333333333333334,"(33.0, 48.0]",0
41987,57,technician,married,secondary,no,254,no,no,cellular,27,oct,1,0,0,unknown,1,3.45,"(48.0, 63.0]",0
1413,30,technician,single,tertiary,no,178,yes,no,unknown,8,may,1,0,0,unknown,0,3.9,"(17.925, 33.0]",0
30871,35,management,married,tertiary,no,182,no,no,cellular,9,feb,7,0,0,unknown,0,0.45,"(33.0, 48.0]",0
8474,57,retired,married,secondary,no,519,yes,no,unknown,3,jun,3,0,0,unknown,0,6.55,"(48.0, 63.0]",0
26135,53,entrepreneur,married,primary,no,1034,yes,no,cellular,19,nov,2,170,3,other,0,14.233333333333333,"(48.0, 63.0]",1
37204,41,blue-collar,married,secondary,no,121,yes,no,cellular,13,may,6,176,5,other,0,0.26666666666666666,"(33.0, 48.0]",1
36478,46,services,divorced,secondary,no,124,yes,yes,cellular,12,may,4,0,0,unknown,0,1.35,"(33.0, 48.0]",0
19287,52,technician,married,secondary,no,3151,no,no,cellular,6,aug,2,0,0,unknown,0,1.4833333333333334,"(48.0, 63.0]",0
38738,26,services,married,secondary,no,0,yes,no,cellular,18,may,4,0,0,unknown,0,2.1666666666666665,"(17.925, 33.0]",0
42056,28,student,single,tertiary,no,2306,no,no,cellular,29,oct,2,0,0,unknown,0,2.3333333333333335,"(17.925, 33.0]",0
43132,61,self-employed,divorced,tertiary,no,6610,no,no,cellular,24,feb,2,0,0,unknown,1,8.016666666666667,"(48.0, 63.0]",0
42549,32,technician,married,tertiary,no,593,no,no,cellular,23,dec,2,201,2,other,0,2.3333333333333335,"(17.925, 33.0]",1
19590,32,technician,married,secondary,no,150,no,yes,cellular,7,aug,2,0,0,unknown,0,3.85,"(17.925, 33.0]",0
22239,37,technician,divorced,secondary,no,-18,no,no,cellular,21,aug,4,0,0,unknown,0,14.5,"(33.0, 48.0]",0
33166,30,unemployed,single,secondary,no,8304,no,no,cellular,20,apr,1,0,0,unknown,0,4.083333333333333,"(17.925, 33.0]",0
3835,24,technician,single,secondary,no,409,yes,no,unknown,16,may,1,0,0,unknown,1,15.2,"(17.925, 33.0]",0
13061,42,blue-collar,single,primary,no,1322,yes,yes,cellular,8,jul,1,0,0,unknown,0,2.966666666666667,"(33.0, 48.0]",0
11827,50,housemaid,married,primary,no,1098,no,no,unknown,20,jun,3,0,0,unknown,0,2.9,"(48.0, 63.0]",0
17082,32,services,single,secondary,no,441,no,yes,cellular,25,jul,2,0,0,unknown,0,2.25,"(17.925, 33.0]",0
28759,39,self-employed,married,tertiary,no,1492,yes,no,cellular,30,jan,1,189,1,failure,0,3.783333333333333,"(33.0, 48.0]",1
37205,36,management,single,tertiary,no,1129,yes,no,telephone,13,may,1,0,0,unknown,0,7.4,"(33.0, 48.0]",0
23968,59,housemaid,married,primary,no,418,no,no,cellular,29,aug,4,0,0,unknown,0,5.0,"(48.0, 63.0]",0
26978,39,blue-collar,single,secondary,no,4619,no,no,cellular,21,nov,1,0,0,unknown,0,1.7333333333333334,"(33.0, 48.0]",0
34608,37,technician,married,tertiary,no,3043,yes,no,cellular,5,may,1,300,1,failure,0,4.15,"(33.0, 48.0]",1
24150,31,management,married,tertiary,no,163,yes,yes,telephone,10,nov,1,0,0,unknown,0,1.7833333333333334,"(17.925, 33.0]",0
30819,37,blue-collar,married,secondary,no,688,yes,no,cellular,9,feb,2,279,2,failure,0,2.6333333333333333,"(33.0, 48.0]",1
11847,39,entrepreneur,divorced,tertiary,yes,-251,no,no,unknown,20,jun,6,0,0,unknown,0,7.016666666666667,"(33.0, 48.0]",0
447,50,self-employed,married,unknown,no,-84,yes,no,unknown,6,may,1,0,0,unknown,0,1.6833333333333333,"(48.0, 63.0]",0
4291,36,blue-collar,married,primary,no,2079,yes,yes,unknown,19,may,2,0,0,unknown,0,6.716666666666667,"(33.0, 48.0]",0
29472,29,technician,single,secondary,no,307,yes,no,cellular,3,feb,1,0,0,unknown,0,3.6,"(17.925, 33.0]",0
22112,37,management,single,tertiary,no,102,yes,no,cellular,21,aug,2,0,0,unknown,0,1.6833333333333333,"(33.0, 48.0]",0
4826,39,technician,married,secondary,no,597,yes,no,unknown,21,may,2,0,0,unknown,0,4.966666666666667,"(33.0, 48.0]",0
40927,19,student,single,primary,no,56,no,no,cellular,12,aug,1,0,0,unknown,0,4.1,"(17.925, 33.0]",0
43164,30,management,single,tertiary,no,5359,no,no,cellular,26,feb,1,191,3,success,1,7.116666666666666,"(17.925, 33.0]",1
26689,43,self-employed,married,tertiary,no,6424,no,no,cellular,20,nov,1,0,0,unknown,0,0.9166666666666666,"(33.0, 48.0]",0
40550,48,admin.,single,secondary,no,0,yes,yes,cellular,8,jul,1,0,0,unknown,0,1.2,"(33.0, 48.0]",0
31714,31,blue-collar,married,primary,no,1601,no,no,cellular,7,apr,1,137,3,failure,0,10.25,"(17.925, 33.0]",1
24047,50,blue-collar,married,primary,no,12519,yes,no,unknown,18,oct,1,0,0,unknown,0,0.6166666666666667,"(48.0, 63.0]",0
10378,37,technician,married,secondary,yes,693,no,no,unknown,12,jun,1,0,0,unknown,0,1.25,"(33.0, 48.0]",0
45204,73,retired,married,secondary,no,2850,no,no,cellular,17,nov,1,40,8,failure,1,5.0,"(63.0, 78.0]",1
25123,32,management,single,tertiary,no,27,yes,no,cellular,18,nov,1,0,0,unknown,0,4.35,"(17.925, 33.0]",0
22575,31,management,single,tertiary,no,18,no,no,cellular,22,aug,3,0,0,unknown,0,5.533333333333333,"(17.925, 33.0]",0
40380,66,management,married,tertiary,no,1048,yes,no,cellular,23,jun,2,0,0,unknown,0,16.183333333333334,"(63.0, 78.0]",0
25048,44,management,divorced,tertiary,no,3340,no,no,unknown,18,nov,1,0,0,unknown,0,4.183333333333334,"(33.0, 48.0]",0
25863,37,services,married,secondary,no,523,yes,no,telephone,19,nov,1,0,0,unknown,0,0.35,"(33.0, 48.0]",0
7416,55,retired,divorced,primary,no,53,yes,no,unknown,29,may,2,0,0,unknown,0,1.4,"(48.0, 63.0]",0
43402,53,admin.,married,secondary,no,459,no,no,cellular,5,apr,1,0,0,unknown,1,9.3,"(48.0, 63.0]",0
38683,43,blue-collar,married,primary,no,-67,yes,no,telephone,15,may,7,371,1,failure,0,2.283333333333333,"(33.0, 48.0]",1
44764,39,technician,single,secondary,no,300,no,no,cellular,10,sep,6,394,1,failure,0,5.25,"(33.0, 48.0]",1
34432,35,technician,single,tertiary,no,174,yes,no,cellular,5,may,1,0,0,unknown,0,1.75,"(33.0, 48.0]",0
30789,33,management,married,tertiary,no,17946,yes,no,cellular,6,feb,5,259,1,failure,0,3.25,"(17.925, 33.0]",1
27613,41,blue-collar,married,primary,no,1820,yes,no,telephone,21,nov,3,0,0,unknown,0,0.4166666666666667,"(33.0, 48.0]",0
12459,29,services,single,unknown,no,33,no,no,unknown,1,jul,1,0,0,unknown,0,2.683333333333333,"(17.925, 33.0]",0
30588,29,unemployed,single,tertiary,no,111,no,no,cellular,6,feb,2,0,0,unknown,0,1.6333333333333333,"(17.925, 33.0]",0
18515,35,blue-collar,married,primary,no,0,no,no,cellular,31,jul,4,0,0,unknown,0,0.95,"(33.0, 48.0]",0
31627,38,technician,married,tertiary,no,1997,yes,no,cellular,6,apr,10,0,0,unknown,0,1.5,"(33.0, 48.0]",0
4737,30,unemployed,married,secondary,no,142,yes,no,unknown,20,may,4,0,0,unknown,0,5.833333333333333,"(17.925, 33.0]",0
26963,52,management,single,tertiary,no,1727,no,no,cellular,21,nov,1,0,0,unknown,0,5.616666666666666,"(48.0, 63.0]",0
7324,33,blue-collar,single,primary,no,127,yes,no,unknown,29,may,2,0,0,unknown,1,17.65,"(17.925, 33.0]",0
7049,35,blue-collar,married,secondary,no,120,yes,no,unknown,28,may,2,0,0,unknown,0,4.083333333333333,"(33.0, 48.0]",0
3494,55,management,married,unknown,yes,-171,yes,no,unknown,15,may,2,0,0,unknown,0,0.5,"(48.0, 63.0]",0
2888,53,retired,married,primary,no,383,yes,no,unknown,14,may,1,0,0,unknown,0,2.85,"(48.0, 63.0]",0
43666,78,retired,married,primary,no,832,no,no,telephone,11,may,3,0,0,unknown,0,1.6166666666666667,"(63.0, 78.0]",0
15711,58,housemaid,married,tertiary,no,0,yes,no,cellular,21,jul,1,0,0,unknown,0,1.85,"(48.0, 63.0]",0
20513,53,management,married,tertiary,no,-1,no,no,cellular,12,aug,2,0,0,unknown,0,2.5,"(48.0, 63.0]",0
34885,34,management,divorced,tertiary,no,-401,yes,no,cellular,6,may,1,0,0,unknown,0,6.3,"(33.0, 48.0]",0
204,35,services,married,secondary,no,0,yes,no,unknown,5,may,1,0,0,unknown,0,7.85,"(33.0, 48.0]",0
22427,58,management,single,tertiary,no,0,no,no,cellular,22,aug,2,0,0,unknown,0,1.2,"(48.0, 63.0]",0
43769,31,blue-collar,single,secondary,no,411,no,no,cellular,21,may,3,361,1,failure,0,1.5166666666666666,"(17.925, 33.0]",1
37714,48,blue-collar,married,primary,no,214,yes,yes,cellular,14,may,1,177,2,failure,1,5.116666666666666,"(33.0, 48.0]",1
39078,30,management,divorced,tertiary,no,726,yes,no,cellular,18,may,1,0,0,unknown,0,0.4,"(17.925, 33.0]",0
38620,30,management,single,tertiary,no,355,yes,no,cellular,15,may,2,0,0,unknown,0,2.55,"(17.925, 33.0]",0
11472,38,retired,single,unknown,no,62,no,no,unknown,19,jun,1,0,0,unknown,0,3.533333333333333,"(33.0, 48.0]",0
36317,35,blue-collar,married,primary,no,-367,yes,no,cellular,11,may,1,350,1,failure,0,1.2833333333333334,"(33.0, 48.0]",1
40508,31,blue-collar,single,secondary,no,2093,no,no,cellular,7,jul,1,0,0,unknown,0,1.7166666666666666,"(17.925, 33.0]",0
20797,51,management,divorced,tertiary,no,0,no,no,cellular,13,aug,2,0,0,unknown,0,1.0,"(48.0, 63.0]",0
1562,53,self-employed,married,secondary,no,468,yes,no,unknown,8,may,5,0,0,unknown,0,1.4833333333333334,"(48.0, 63.0]",0
27072,52,blue-collar,single,primary,no,1837,yes,no,cellular,21,nov,1,0,0,unknown,0,3.6166666666666667,"(48.0, 63.0]",0
34894,33,blue-collar,married,secondary,no,0,yes,yes,cellular,6,may,5,0,0,unknown,0,2.5833333333333335,"(17.925, 33.0]",0
38922,31,management,single,secondary,no,360,yes,no,cellular,18,may,1,0,0,unknown,1,5.15,"(17.925, 33.0]",0
37840,50,blue-collar,married,secondary,no,2719,yes,no,cellular,14,may,2,0,0,unknown,0,1.6166666666666667,"(48.0, 63.0]",0
18679,47,management,divorced,tertiary,no,94,yes,no,cellular,31,jul,19,0,0,unknown,0,0.15,"(33.0, 48.0]",0
27673,51,technician,married,secondary,no,2937,no,no,telephone,21,nov,3,0,0,unknown,0,0.5,"(48.0, 63.0]",0
42133,36,self-employed,married,tertiary,no,506,no,no,cellular,3,nov,1,70,2,failure,1,3.6166666666666667,"(33.0, 48.0]",1
20735,51,admin.,married,secondary,no,79,no,no,cellular,13,aug,2,0,0,unknown,0,1.4833333333333334,"(48.0, 63.0]",0
12377,58,services,married,primary,no,65,no,no,unknown,27,jun,1,0,0,unknown,0,2.7,"(48.0, 63.0]",0
34973,38,technician,married,secondary,no,1016,yes,yes,cellular,6,may,2,167,4,failure,0,1.2333333333333334,"(33.0, 48.0]",1
1968,25,admin.,single,secondary,no,96,yes,no,unknown,9,may,2,0,0,unknown,0,2.933333333333333,"(17.925, 33.0]",0
31444,32,student,single,unknown,no,2321,no,no,cellular,30,mar,2,0,0,unknown,0,2.783333333333333,"(17.925, 33.0]",0
12376,55,retired,married,primary,no,2,no,no,unknown,27,jun,4,0,0,unknown,0,6.533333333333333,"(48.0, 63.0]",0
18751,43,admin.,married,secondary,no,5048,no,no,telephone,31,jul,3,0,0,unknown,0,3.566666666666667,"(33.0, 48.0]",0
22632,33,technician,single,secondary,no,0,no,no,cellular,22,aug,1,0,0,unknown,0,3.466666666666667,"(17.925, 33.0]",0
9908,44,services,divorced,secondary,no,20,no,no,unknown,9,jun,1,0,0,unknown,0,1.6333333333333333,"(33.0, 48.0]",0
24431,40,management,single,tertiary,no,0,no,yes,cellular,17,nov,1,0,0,unknown,0,10.95,"(33.0, 48.0]",0
34833,44,management,married,tertiary,no,1850,yes,no,cellular,6,may,1,0,0,unknown,0,4.566666666666666,"(33.0, 48.0]",0
37983,36,management,married,tertiary,no,1041,yes,no,cellular,14,may,2,0,0,unknown,0,8.0,"(33.0, 48.0]",0
22109,48,blue-collar,married,primary,no,492,no,yes,cellular,21,aug,2,0,0,unknown,0,2.316666666666667,"(33.0, 48.0]",0
36319,40,admin.,married,secondary,no,1011,yes,no,cellular,11,may,2,0,0,unknown,0,2.6666666666666665,"(33.0, 48.0]",0
724,36,blue-collar,married,secondary,no,688,yes,no,unknown,6,may,2,0,0,unknown,0,2.9,"(33.0, 48.0]",0
31593,44,blue-collar,married,secondary,no,879,yes,no,cellular,3,apr,1,0,0,unknown,0,6.383333333333334,"(33.0, 48.0]",0
8256,29,technician,single,tertiary,no,2998,no,no,unknown,2,jun,3,0,0,unknown,0,7.983333333333333,"(17.925, 33.0]",0
43922,62,retired,married,primary,no,1742,no,no,cellular,14,jun,2,98,6,other,1,2.783333333333333,"(48.0, 63.0]",1
30148,48,management,married,tertiary,no,4803,no,no,telephone,4,feb,6,0,0,unknown,0,6.883333333333334,"(33.0, 48.0]",0
13649,52,admin.,married,secondary,no,0,no,yes,telephone,9,jul,1,0,0,unknown,0,1.0,"(48.0, 63.0]",0
38275,31,technician,single,tertiary,no,4561,yes,no,cellular,15,may,1,274,2,failure,0,5.016666666666667,"(17.925, 33.0]",1
2489,44,technician,married,tertiary,no,0,yes,yes,unknown,13,may,2,0,0,unknown,0,2.1166666666666667,"(33.0, 48.0]",0
26454,32,blue-collar,single,secondary,no,3201,yes,no,cellular,20,nov,1,178,5,failure,0,1.6333333333333333,"(17.925, 33.0]",1
27809,26,unemployed,single,secondary,no,461,no,no,cellular,28,jan,1,0,0,unknown,0,3.566666666666667,"(17.925, 33.0]",0
3922,45,technician,single,tertiary,no,4537,yes,no,unknown,16,may,2,0,0,unknown,0,5.616666666666666,"(33.0, 48.0]",0
32744,41,blue-collar,married,secondary,no,475,yes,no,telephone,17,apr,1,0,0,unknown,0,4.233333333333333,"(33.0, 48.0]",0
21232,60,retired,married,secondary,no,7,no,yes,cellular,18,aug,5,0,0,unknown,0,1.45,"(48.0, 63.0]",0
26874,44,self-employed,married,primary,no,0,no,no,cellular,20,nov,3,0,0,unknown,0,14.05,"(33.0, 48.0]",0
18305,51,blue-collar,married,primary,no,63,yes,yes,cellular,31,jul,4,0,0,unknown,0,1.45,"(48.0, 63.0]",0
42476,57,management,married,tertiary,no,1016,no,no,telephone,10,dec,1,0,0,unknown,0,3.466666666666667,"(48.0, 63.0]",0
7932,27,blue-collar,single,primary,no,-79,yes,no,unknown,30,may,5,0,0,unknown,0,6.416666666666667,"(17.925, 33.0]",0
24382,51,services,married,secondary,no,1191,no,yes,cellular,17,nov,1,0,0,unknown,0,3.566666666666667,"(48.0, 63.0]",0
22158,56,management,married,tertiary,no,502,no,no,cellular,21,aug,2,0,0,unknown,0,5.35,"(48.0, 63.0]",0
34011,53,management,married,tertiary,no,1624,no,no,cellular,30,apr,3,84,3,success,1,4.733333333333333,"(48.0, 63.0]",1
16357,38,technician,divorced,secondary,no,1,no,yes,cellular,23,jul,1,0,0,unknown,0,1.2166666666666666,"(33.0, 48.0]",0
26965,31,self-employed,single,tertiary,no,2589,no,no,cellular,21,nov,1,0,0,unknown,1,10.233333333333333,"(17.925, 33.0]",0
86,56,admin.,married,secondary,no,45,no,no,unknown,5,may,1,0,0,unknown,1,24.45,"(48.0, 63.0]",0
33823,56,management,divorced,tertiary,no,3287,no,no,cellular,27,apr,1,0,0,unknown,1,8.283333333333333,"(48.0, 63.0]",0
38313,45,entrepreneur,married,primary,no,5315,yes,yes,cellular,15,may,2,0,0,unknown,0,4.366666666666666,"(33.0, 48.0]",0
22167,35,technician,single,tertiary,no,8,no,no,cellular,21,aug,2,0,0,unknown,0,2.816666666666667,"(33.0, 48.0]",0
39111,53,blue-collar,married,primary,no,273,yes,no,cellular,18,may,1,279,2,failure,0,4.133333333333334,"(48.0, 63.0]",1
40827,33,admin.,divorced,secondary,no,661,yes,no,cellular,11,aug,1,99,7,failure,0,1.8,"(17.925, 33.0]",1
26291,32,blue-collar,married,primary,no,2085,yes,yes,cellular,20,nov,1,185,3,failure,0,2.433333333333333,"(17.925, 33.0]",1
25824,44,management,divorced,secondary,no,0,yes,no,telephone,19,nov,1,0,0,unknown,0,5.316666666666666,"(33.0, 48.0]",0
31869,57,blue-collar,married,secondary,no,1412,yes,no,cellular,9,apr,1,330,1,failure,0,1.4833333333333334,"(48.0, 63.0]",1
38531,34,blue-collar,divorced,primary,no,390,yes,no,cellular,15,may,2,371,2,success,0,6.2,"(33.0, 48.0]",1
1190,33,blue-collar,divorced,primary,no,176,yes,no,unknown,8,may,1,0,0,unknown,0,10.366666666666667,"(17.925, 33.0]",0
30092,49,blue-collar,married,secondary,no,171,no,no,cellular,4,feb,3,175,2,other,0,0.31666666666666665,"(48.0, 63.0]",1
43005,60,retired,married,secondary,no,523,no,no,cellular,11,feb,1,182,3,success,1,7.783333333333333,"(48.0, 63.0]",1
45142,34,admin.,married,tertiary,no,79,yes,no,cellular,8,nov,2,95,6,success,0,2.0,"(33.0, 48.0]",1
32645,40,blue-collar,divorced,primary,no,190,yes,yes,cellular,17,apr,1,346,2,failure,0,2.316666666666667,"(33.0, 48.0]",1
44141,31,management,single,tertiary,no,2907,yes,no,cellular,12,jul,1,194,3,failure,1,4.133333333333334,"(17.925, 33.0]",1
33472,37,blue-collar,married,primary,no,250,yes,no,cellular,20,apr,3,347,1,failure,0,3.9833333333333334,"(33.0, 48.0]",1
25665,32,management,married,tertiary,no,1923,no,no,cellular,19,nov,1,0,0,unknown,0,1.25,"(17.925, 33.0]",0
41101,82,retired,married,secondary,no,276,no,no,telephone,17,aug,1,0,0,unknown,1,3.316666666666667,"(78.0, 93.0]",0
7625,36,services,married,secondary,no,-260,yes,no,unknown,30,may,2,0,0,unknown,0,1.5166666666666666,"(33.0, 48.0]",0
7679,55,unemployed,single,primary,no,5,yes,no,unknown,30,may,2,0,0,unknown,0,1.05,"(48.0, 63.0]",0
40221,50,management,divorced,tertiary,no,151,no,no,cellular,9,jun,4,0,0,unknown,0,1.7166666666666666,"(48.0, 63.0]",0
40451,52,blue-collar,married,primary,no,1524,no,no,cellular,3,jul,6,0,0,unknown,1,16.783333333333335,"(48.0, 63.0]",0
39702,44,management,married,tertiary,no,7818,no,no,cellular,27,may,1,0,0,unknown,1,6.866666666666666,"(33.0, 48.0]",0
10821,36,self-employed,single,secondary,no,652,no,no,unknown,17,jun,1,0,0,unknown,0,3.1166666666666667,"(33.0, 48.0]",0
26612,37,unemployed,married,secondary,no,2424,no,no,cellular,20,nov,2,156,2,other,0,10.55,"(33.0, 48.0]",1
6690,33,blue-collar,single,secondary,no,855,no,no,unknown,28,may,5,0,0,unknown,0,1.65,"(17.925, 33.0]",0
34377,34,blue-collar,married,primary,no,698,yes,no,cellular,4,may,5,0,0,unknown,0,1.3833333333333333,"(33.0, 48.0]",0
2715,51,technician,married,secondary,no,330,yes,no,unknown,13,may,4,0,0,unknown,0,1.2,"(48.0, 63.0]",0
40937,40,housemaid,married,secondary,no,2064,no,no,cellular,12,aug,1,0,0,unknown,0,1.7833333333333334,"(33.0, 48.0]",0
14886,58,blue-collar,married,primary,no,0,no,no,telephone,16,jul,6,0,0,unknown,0,9.3,"(48.0, 63.0]",0
42281,61,retired,married,secondary,no,3114,no,no,cellular,13,nov,1,0,0,unknown,1,6.35,"(48.0, 63.0]",0
18112,44,unknown,single,secondary,no,2023,no,no,cellular,30,jul,21,0,0,unknown,0,1.1166666666666667,"(33.0, 48.0]",0
22461,32,management,married,tertiary,no,282,no,no,cellular,22,aug,2,0,0,unknown,0,1.5333333333333334,"(17.925, 33.0]",0
19492,58,unemployed,married,secondary,no,2690,no,no,cellular,7,aug,2,0,0,unknown,0,2.3666666666666667,"(48.0, 63.0]",0
42315,62,technician,married,secondary,no,135,yes,no,telephone,16,nov,13,96,1,other,0,7.433333333333334,"(48.0, 63.0]",1
37901,39,management,divorced,tertiary,no,126,no,no,cellular,14,may,1,0,0,unknown,0,2.8333333333333335,"(33.0, 48.0]",0
43797,66,management,married,unknown,no,2149,yes,no,cellular,26,may,2,90,11,success,1,2.25,"(63.0, 78.0]",1
22114,58,management,married,tertiary,no,287,yes,no,cellular,21,aug,8,0,0,unknown,0,11.266666666666667,"(48.0, 63.0]",0
41169,44,admin.,married,secondary,no,10905,no,no,cellular,19,aug,2,271,1,other,1,4.0,"(33.0, 48.0]",1
35402,40,blue-collar,married,secondary,no,1938,yes,no,cellular,7,may,1,0,0,unknown,0,3.8,"(33.0, 48.0]",0
13835,42,unknown,married,secondary,no,703,yes,no,cellular,10,jul,1,0,0,unknown,0,3.5,"(33.0, 48.0]",0
30638,33,management,divorced,tertiary,no,802,no,no,cellular,6,feb,1,0,0,unknown,0,6.683333333333334,"(17.925, 33.0]",0
19676,42,housemaid,married,primary,no,83,no,yes,cellular,7,aug,1,0,0,unknown,0,3.066666666666667,"(33.0, 48.0]",0
43985,37,admin.,single,secondary,no,16,no,no,unknown,24,jun,1,0,0,unknown,0,0.18333333333333332,"(33.0, 48.0]",0
43489,35,management,divorced,tertiary,no,649,no,no,cellular,16,apr,1,0,0,unknown,0,2.95,"(33.0, 48.0]",0
20870,32,management,single,tertiary,no,90,no,no,cellular,13,aug,2,0,0,unknown,0,1.9333333333333333,"(17.925, 33.0]",0
32654,30,blue-collar,married,secondary,no,5,no,no,cellular,17,apr,3,0,0,unknown,1,14.0,"(17.925, 33.0]",0
15215,42,self-employed,divorced,secondary,no,484,yes,no,cellular,17,jul,3,0,0,unknown,0,4.616666666666666,"(33.0, 48.0]",0
12829,33,services,single,secondary,no,149,no,yes,cellular,7,jul,1,0,0,unknown,0,4.233333333333333,"(17.925, 33.0]",0
22408,35,management,single,secondary,no,1048,no,no,cellular,22,aug,2,0,0,unknown,0,6.033333333333333,"(33.0, 48.0]",0
21812,47,technician,married,secondary,no,11,no,no,cellular,20,aug,2,0,0,unknown,0,2.7,"(33.0, 48.0]",0
3622,43,blue-collar,married,primary,no,7727,yes,no,unknown,15,may,8,0,0,unknown,0,5.033333333333333,"(33.0, 48.0]",0
31490,49,management,divorced,tertiary,no,20727,no,no,cellular,1,apr,3,132,2,failure,0,4.75,"(48.0, 63.0]",1
20090,54,technician,divorced,secondary,no,221,no,no,cellular,11,aug,2,0,0,unknown,0,6.883333333333334,"(48.0, 63.0]",0
42372,57,blue-collar,divorced,primary,no,1299,no,no,cellular,27,nov,2,0,0,unknown,0,2.3666666666666667,"(48.0, 63.0]",0
32814,44,technician,married,secondary,no,-372,yes,no,cellular,17,apr,3,0,0,unknown,0,3.5166666666666666,"(33.0, 48.0]",0
22060,37,management,single,tertiary,no,0,no,no,cellular,20,aug,5,0,0,unknown,0,3.75,"(33.0, 48.0]",0
17406,34,admin.,single,tertiary,no,64,yes,no,cellular,28,jul,2,0,0,unknown,0,1.2666666666666666,"(33.0, 48.0]",0
39080,32,admin.,married,secondary,no,3540,yes,no,cellular,18,may,1,178,1,failure,0,3.55,"(17.925, 33.0]",1
7339,36,technician,married,primary,no,4585,yes,no,unknown,29,may,3,0,0,unknown,0,5.183333333333334,"(33.0, 48.0]",0
33125,22,student,single,secondary,no,466,yes,no,cellular,20,apr,1,0,0,unknown,0,4.483333333333333,"(17.925, 33.0]",0
38124,47,admin.,married,secondary,no,175,yes,no,cellular,15,may,4,262,7,failure,0,3.933333333333333,"(33.0, 48.0]",1
39145,34,admin.,married,secondary,no,1158,yes,no,cellular,18,may,7,0,0,unknown,0,1.0166666666666666,"(33.0, 48.0]",0
15057,31,technician,single,unknown,no,187,no,no,cellular,17,jul,1,0,0,unknown,0,1.4333333333333333,"(17.925, 33.0]",0
38587,39,technician,single,tertiary,no,1674,no,no,cellular,15,may,10,178,1,failure,0,0.2,"(33.0, 48.0]",1
8468,37,blue-collar,married,primary,no,907,yes,no,unknown,3,jun,1,0,0,unknown,0,0.38333333333333336,"(33.0, 48.0]",0
40547,49,housemaid,married,secondary,no,114,no,no,cellular,8,jul,2,0,0,unknown,0,8.366666666666667,"(48.0, 63.0]",0
3200,30,management,married,secondary,no,678,yes,no,unknown,15,may,4,0,0,unknown,0,3.933333333333333,"(17.925, 33.0]",0
39136,32,blue-collar,married,primary,no,-454,yes,yes,cellular,18,may,5,355,2,failure,1,13.35,"(17.925, 33.0]",1
25542,32,entrepreneur,married,tertiary,no,964,yes,no,cellular,19,nov,1,120,2,failure,0,2.1666666666666665,"(17.925, 33.0]",1
5014,28,technician,single,secondary,no,2034,yes,no,unknown,21,may,1,0,0,unknown,0,3.2666666666666666,"(17.925, 33.0]",0
26048,54,management,married,tertiary,no,0,no,yes,cellular,19,nov,3,0,0,unknown,0,5.116666666666666,"(48.0, 63.0]",0
10877,38,blue-collar,married,primary,no,246,no,no,unknown,17,jun,2,0,0,unknown,0,1.5166666666666666,"(33.0, 48.0]",0
23633,30,management,single,tertiary,no,17,no,no,cellular,28,aug,6,0,0,unknown,0,1.5833333333333333,"(17.925, 33.0]",0
16528,47,blue-collar,married,unknown,no,30,no,yes,cellular,23,jul,2,0,0,unknown,0,8.3,"(33.0, 48.0]",0
5749,40,blue-collar,married,primary,no,669,yes,no,unknown,26,may,3,0,0,unknown,0,2.683333333333333,"(33.0, 48.0]",0
14736,33,technician,single,secondary,no,-325,yes,no,cellular,15,jul,6,0,0,unknown,0,2.65,"(17.925, 33.0]",0
26805,35,admin.,single,secondary,no,1070,no,no,cellular,20,nov,2,0,0,unknown,0,4.183333333333334,"(33.0, 48.0]",0
15056,30,management,single,tertiary,no,4,yes,no,cellular,17,jul,1,0,0,unknown,0,4.733333333333333,"(17.925, 33.0]",0
34336,30,management,single,tertiary,no,533,no,no,cellular,4,may,4,0,0,unknown,1,6.083333333333333,"(17.925, 33.0]",0
20956,54,services,married,secondary,no,869,no,no,cellular,14,aug,2,0,0,unknown,0,2.533333333333333,"(48.0, 63.0]",0
44587,30,admin.,single,secondary,no,28,no,no,unknown,20,aug,1,0,0,unknown,0,1.7833333333333334,"(17.925, 33.0]",0
40544,54,admin.,married,secondary,no,5084,yes,yes,cellular,8,jul,1,0,0,unknown,0,1.15,"(48.0, 63.0]",0
28188,59,management,married,tertiary,no,1857,no,no,cellular,29,jan,1,168,4,failure,0,6.433333333333334,"(48.0, 63.0]",1
23018,44,management,single,secondary,no,813,no,no,cellular,26,aug,2,0,0,unknown,0,5.966666666666667,"(33.0, 48.0]",0
25276,34,blue-collar,married,secondary,no,932,no,yes,cellular,18,nov,2,132,1,other,0,2.466666666666667,"(33.0, 48.0]",1
29908,60,retired,married,secondary,no,6132,no,no,cellular,4,feb,2,0,0,unknown,0,4.433333333333334,"(48.0, 63.0]",0
40593,49,technician,married,tertiary,no,0,no,yes,cellular,28,jul,5,252,1,failure,0,1.1166666666666667,"(48.0, 63.0]",1
29761,45,blue-collar,married,primary,no,305,yes,no,cellular,4,feb,1,0,0,unknown,0,3.5166666666666666,"(33.0, 48.0]",0
