age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,min_duration,age_bin,pdays_contacted
34,blue-collar,married,primary,no,-703,yes,no,cellular,18,may,2,0,0,unknown,2.6666666666666665,"(33.0, 48.0]",0
38,management,married,tertiary,no,0,yes,no,telephone,20,nov,2,0,0,unknown,0.4166666666666667,"(33.0, 48.0]",0
46,admin.,single,tertiary,no,2889,yes,no,cellular,5,may,1,0,0,unknown,8.233333333333333,"(33.0, 48.0]",0
42,services,married,secondary,no,717,yes,no,unknown,4,jun,6,0,0,unknown,2.533333333333333,"(33.0, 48.0]",0
33,management,single,tertiary,no,659,yes,no,cellular,19,nov,1,0,0,unknown,5.183333333333334,"(17.925, 33.0]",0
35,management,married,secondary,no,839,yes,no,unknown,23,may,3,0,0,unknown,0.8333333333333334,"(33.0, 48.0]",0
27,admin.,single,secondary,no,15,no,yes,cellular,21,jul,1,0,0,unknown,2.95,"(17.925, 33.0]",0
35,blue-collar,married,secondary,no,137,no,yes,unknown,4,oct,1,808,12,failure,0.08333333333333333,"(33.0, 48.0]",1
38,technician,single,tertiary,no,-256,yes,no,unknown,9,may,1,0,0,unknown,1.9333333333333333,"(33.0, 48.0]",0
31,management,married,tertiary,no,557,yes,no,cellular,18,jul,1,0,0,unknown,1.85,"(17.925, 33.0]",0
38,technician,single,secondary,no,227,no,no,cellular,13,aug,4,0,0,unknown,1.5833333333333333,"(33.0, 48.0]",0
42,self-employed,married,secondary,no,240,yes,no,cellular,4,feb,1,189,16,other,3.05,"(33.0, 48.0]",1
64,retired,married,unknown,no,2923,no,no,cellular,12,mar,1,0,0,unknown,2.0,"(63.0, 78.0]",0
28,services,single,tertiary,no,128,no,no,cellular,27,may,1,414,1,failure,7.666666666666667,"(17.925, 33.0]",1
32,admin.,single,secondary,no,678,yes,no,cellular,4,feb,1,246,4,failure,26.316666666666666,"(17.925, 33.0]",1
31,services,single,secondary,no,78,yes,yes,cellular,7,jul,1,0,0,unknown,1.7333333333333334,"(17.925, 33.0]",0
56,unemployed,married,secondary,no,2552,yes,no,unknown,15,may,2,0,0,unknown,2.933333333333333,"(48.0, 63.0]",0
38,management,married,secondary,no,0,yes,no,unknown,27,may,2,0,0,unknown,3.8833333333333333,"(33.0, 48.0]",0
57,retired,married,primary,no,903,no,no,unknown,16,jun,1,0,0,unknown,2.35,"(48.0, 63.0]",0
56,management,married,unknown,no,4623,no,no,cellular,17,aug,1,0,0,unknown,5.8,"(48.0, 63.0]",0
53,management,married,secondary,no,2693,no,no,cellular,21,nov,1,0,0,unknown,2.3333333333333335,"(48.0, 63.0]",0
51,blue-collar,married,secondary,no,0,no,no,cellular,18,nov,1,0,0,unknown,1.2166666666666666,"(48.0, 63.0]",0
51,technician,married,secondary,no,2937,no,no,telephone,21,nov,3,0,0,unknown,0.5,"(48.0, 63.0]",0
51,unemployed,married,secondary,no,17418,yes,no,telephone,30,jan,2,0,0,unknown,3.95,"(48.0, 63.0]",0
37,blue-collar,married,secondary,no,13849,yes,no,unknown,23,may,5,0,0,unknown,4.2,"(33.0, 48.0]",0
36,blue-collar,married,secondary,no,1272,yes,no,cellular,17,apr,1,0,0,unknown,4.083333333333333,"(33.0, 48.0]",0
47,technician,married,secondary,no,321,yes,yes,unknown,4,jul,1,0,0,unknown,1.85,"(33.0, 48.0]",0
41,housemaid,divorced,primary,no,9059,no,no,unknown,6,jun,1,0,0,unknown,1.8833333333333333,"(33.0, 48.0]",0
52,management,married,tertiary,no,698,yes,no,cellular,11,jul,2,0,0,unknown,3.55,"(48.0, 63.0]",0
25,student,single,unknown,no,2503,no,no,cellular,26,feb,2,0,0,unknown,1.6666666666666667,"(17.925, 33.0]",0
36,management,single,primary,no,51,no,no,telephone,14,jul,3,0,0,unknown,2.9833333333333334,"(33.0, 48.0]",0
38,services,married,secondary,no,-349,yes,no,cellular,20,apr,2,328,5,failure,1.85,"(33.0, 48.0]",1
31,technician,single,tertiary,no,0,yes,no,cellular,17,jul,1,0,0,unknown,1.5,"(17.925, 33.0]",0
36,blue-collar,married,secondary,no,462,no,no,cellular,31,jul,2,0,0,unknown,7.9,"(33.0, 48.0]",0
42,technician,married,secondary,no,525,no,no,cellular,17,nov,3,0,0,unknown,2.8666666666666667,"(33.0, 48.0]",0
43,admin.,single,secondary,no,56831,no,no,unknown,15,may,1,0,0,unknown,4.05,"(33.0, 48.0]",0
30,blue-collar,married,primary,no,0,yes,no,cellular,15,may,1,0,0,unknown,7.2,"(17.925, 33.0]",0
51,blue-collar,divorced,primary,no,1236,yes,no,cellular,10,jul,1,0,0,unknown,10.216666666666667,"(48.0, 63.0]",0
43,technician,married,secondary,no,373,no,no,telephone,29,jan,1,0,0,unknown,3.683333333333333,"(33.0, 48.0]",0
42,admin.,single,secondary,no,470,yes,no,telephone,12,may,4,0,0,unknown,3.45,"(33.0, 48.0]",0
34,management,single,tertiary,no,1640,yes,no,unknown,26,may,3,0,0,unknown,2.6666666666666665,"(33.0, 48.0]",0
37,entrepreneur,married,tertiary,no,298,no,no,cellular,27,aug,5,0,0,unknown,3.05,"(33.0, 48.0]",0
43,services,married,secondary,no,774,no,no,cellular,24,jun,1,91,2,success,8.033333333333333,"(33.0, 48.0]",1
35,blue-collar,married,secondary,no,1615,yes,no,cellular,7,may,2,0,0,unknown,17.516666666666666,"(33.0, 48.0]",0
43,technician,divorced,secondary,no,0,no,no,cellular,28,aug,2,0,0,unknown,3.2,"(33.0, 48.0]",0
39,technician,married,secondary,no,381,yes,no,cellular,11,may,1,347,2,failure,12.633333333333333,"(33.0, 48.0]",1
49,technician,divorced,secondary,no,5,no,no,cellular,19,aug,2,0,0,unknown,2.183333333333333,"(48.0, 63.0]",0
24,blue-collar,single,primary,no,1033,yes,no,cellular,24,nov,1,0,0,unknown,4.716666666666667,"(17.925, 33.0]",0
34,technician,married,secondary,no,294,yes,no,cellular,8,jun,3,0,0,unknown,5.016666666666667,"(33.0, 48.0]",0
41,admin.,married,secondary,no,3279,yes,no,unknown,29,may,1,0,0,unknown,3.1,"(33.0, 48.0]",0
46,management,married,tertiary,no,716,yes,yes,cellular,8,may,1,172,1,failure,9.283333333333333,"(33.0, 48.0]",1
82,unknown,divorced,unknown,no,0,no,no,telephone,9,sep,5,0,0,unknown,4.616666666666666,"(78.0, 93.0]",0
37,management,single,secondary,no,3167,yes,no,unknown,30,may,1,0,0,unknown,3.283333333333333,"(33.0, 48.0]",0
33,technician,single,secondary,no,827,yes,no,cellular,12,aug,4,0,0,unknown,0.9666666666666667,"(17.925, 33.0]",0
28,management,single,tertiary,no,492,no,no,cellular,2,jul,1,0,0,unknown,4.683333333333334,"(17.925, 33.0]",0
39,self-employed,married,secondary,no,31,yes,no,cellular,20,nov,2,181,4,failure,1.0166666666666666,"(33.0, 48.0]",1
52,management,married,tertiary,no,-2712,yes,yes,cellular,2,apr,1,0,0,unknown,4.216666666666667,"(48.0, 63.0]",0
34,management,married,tertiary,no,3486,no,no,cellular,28,aug,10,0,0,unknown,0.38333333333333336,"(33.0, 48.0]",0
35,services,divorced,secondary,no,532,yes,no,unknown,2,jun,1,0,0,unknown,6.25,"(33.0, 48.0]",0
37,management,married,tertiary,no,1265,no,yes,unknown,4,jul,1,0,0,unknown,1.6833333333333333,"(33.0, 48.0]",0
41,blue-collar,married,primary,no,143,yes,yes,unknown,2,jun,2,0,0,unknown,10.983333333333333,"(33.0, 48.0]",0
56,retired,married,unknown,no,230,no,no,cellular,8,sep,1,92,2,failure,2.783333333333333,"(48.0, 63.0]",1
44,blue-collar,married,primary,no,1265,yes,no,cellular,16,jul,1,0,0,unknown,9.25,"(33.0, 48.0]",0
82,retired,married,secondary,no,276,no,no,telephone,17,aug,1,0,0,unknown,3.316666666666667,"(78.0, 93.0]",0
46,management,married,secondary,no,1363,yes,yes,cellular,7,may,4,0,0,unknown,1.0,"(33.0, 48.0]",0
37,self-employed,married,secondary,no,2260,yes,no,unknown,30,may,3,0,0,unknown,6.166666666666667,"(33.0, 48.0]",0
35,blue-collar,married,primary,no,1033,yes,no,cellular,7,may,2,0,0,unknown,4.066666666666666,"(33.0, 48.0]",0
39,technician,married,secondary,no,0,no,no,cellular,4,aug,3,0,0,unknown,4.683333333333334,"(33.0, 48.0]",0
31,services,married,tertiary,no,37,yes,no,unknown,5,may,1,0,0,unknown,5.216666666666667,"(17.925, 33.0]",0
48,unemployed,married,secondary,no,293,yes,no,unknown,5,may,1,0,0,unknown,4.05,"(33.0, 48.0]",0
52,blue-collar,single,primary,no,210,yes,no,unknown,12,may,1,0,0,unknown,2.566666666666667,"(48.0, 63.0]",0
58,retired,married,tertiary,no,1326,no,no,cellular,28,aug,1,0,0,unknown,3.35,"(48.0, 63.0]",0
43,entrepreneur,married,secondary,no,3862,yes,no,unknown,3,jun,1,0,0,unknown,1.7,"(33.0, 48.0]",0
44,management,married,tertiary,no,3674,no,no,cellular,26,aug,3,0,0,unknown,2.033333333333333,"(33.0, 48.0]",0
30,technician,single,secondary,no,1359,yes,no,unknown,27,may,1,0,0,unknown,4.966666666666667,"(17.925, 33.0]",0
42,management,divorced,secondary,no,117,yes,no,unknown,9,may,1,0,0,unknown,1.75,"(33.0, 48.0]",0
59,retired,divorced,tertiary,no,381,yes,no,unknown,8,may,4,0,0,unknown,7.033333333333333,"(48.0, 63.0]",0
41,blue-collar,married,primary,no,246,no,no,unknown,19,jun,3,0,0,unknown,11.383333333333333,"(33.0, 48.0]",0
41,management,single,tertiary,no,275,yes,no,cellular,18,nov,2,0,0,unknown,1.3666666666666667,"(33.0, 48.0]",0
35,blue-collar,married,secondary,no,247,yes,yes,cellular,13,may,1,352,5,failure,1.9,"(33.0, 48.0]",1
58,entrepreneur,married,secondary,no,3,no,no,unknown,19,jun,5,0,0,unknown,3.1333333333333333,"(48.0, 63.0]",0
34,management,single,tertiary,no,1,no,no,cellular,31,jul,6,0,0,unknown,0.6,"(33.0, 48.0]",0
32,technician,married,secondary,no,342,yes,no,cellular,29,jul,3,0,0,unknown,2.433333333333333,"(17.925, 33.0]",0
40,services,divorced,secondary,no,1155,no,yes,cellular,18,nov,1,138,1,failure,2.9166666666666665,"(33.0, 48.0]",1
37,services,married,secondary,no,1960,yes,yes,cellular,15,oct,5,0,0,unknown,4.1,"(33.0, 48.0]",0
43,management,married,tertiary,no,228,no,no,cellular,28,aug,18,0,0,unknown,0.7833333333333333,"(33.0, 48.0]",0
60,management,married,primary,no,252,yes,yes,cellular,13,apr,2,147,3,failure,2.05,"(48.0, 63.0]",1
58,management,married,secondary,no,2155,no,yes,cellular,10,feb,2,92,5,success,2.25,"(48.0, 63.0]",1
40,blue-collar,married,primary,no,668,yes,no,unknown,6,may,2,0,0,unknown,4.716666666666667,"(33.0, 48.0]",0
37,management,married,secondary,no,261,no,no,cellular,22,aug,3,0,0,unknown,4.933333333333334,"(33.0, 48.0]",0
44,technician,married,primary,no,4389,no,no,cellular,29,jul,1,0,0,unknown,0.55,"(33.0, 48.0]",0
31,entrepreneur,single,tertiary,no,137,no,no,cellular,29,jan,2,0,0,unknown,7.416666666666667,"(17.925, 33.0]",0
47,management,divorced,tertiary,no,94,yes,no,cellular,31,jul,19,0,0,unknown,0.15,"(33.0, 48.0]",0
43,blue-collar,married,secondary,no,117,yes,no,cellular,14,may,1,370,1,failure,1.2166666666666666,"(33.0, 48.0]",1
58,self-employed,married,secondary,no,0,yes,no,telephone,3,feb,3,264,9,failure,11.7,"(48.0, 63.0]",1
32,blue-collar,married,secondary,no,0,yes,no,cellular,8,may,2,0,0,unknown,1.3333333333333333,"(17.925, 33.0]",0
29,technician,single,secondary,no,115,no,no,unknown,27,may,1,0,0,unknown,5.666666666666667,"(17.925, 33.0]",0
35,blue-collar,married,primary,no,396,yes,no,cellular,20,apr,1,0,0,unknown,1.8333333333333333,"(33.0, 48.0]",0
49,blue-collar,married,secondary,no,-327,yes,no,cellular,7,may,1,0,0,unknown,7.05,"(48.0, 63.0]",0
40,technician,single,tertiary,no,1175,no,no,cellular,14,apr,1,0,0,unknown,3.066666666666667,"(33.0, 48.0]",0
33,admin.,single,secondary,no,549,yes,no,cellular,14,apr,2,0,0,unknown,0.7333333333333333,"(17.925, 33.0]",0
46,management,single,secondary,yes,177,no,no,cellular,18,nov,1,0,0,unknown,7.283333333333333,"(33.0, 48.0]",0
46,services,married,primary,no,437,yes,no,cellular,13,may,3,0,0,unknown,9.1,"(33.0, 48.0]",0
33,services,married,secondary,no,1078,yes,no,cellular,13,may,4,175,4,other,5.333333333333333,"(17.925, 33.0]",1
38,unemployed,single,secondary,no,0,no,no,cellular,27,aug,3,0,0,unknown,0.7333333333333333,"(33.0, 48.0]",0
35,blue-collar,married,secondary,no,1388,yes,no,unknown,28,may,5,0,0,unknown,1.9833333333333334,"(33.0, 48.0]",0
42,management,married,tertiary,no,27696,no,no,cellular,12,may,2,89,5,success,2.933333333333333,"(33.0, 48.0]",1
56,management,divorced,tertiary,no,55,no,yes,cellular,25,jul,2,0,0,unknown,2.566666666666667,"(48.0, 63.0]",0
56,retired,married,secondary,no,654,no,yes,cellular,7,aug,4,0,0,unknown,1.55,"(48.0, 63.0]",0
30,management,married,tertiary,no,1825,yes,no,unknown,9,may,1,0,0,unknown,2.7333333333333334,"(17.925, 33.0]",0
42,blue-collar,married,secondary,no,227,yes,yes,cellular,29,jan,3,0,0,unknown,2.066666666666667,"(33.0, 48.0]",0
48,technician,married,secondary,no,256,yes,no,unknown,29,may,4,0,0,unknown,2.5,"(33.0, 48.0]",0
49,admin.,divorced,secondary,no,560,yes,no,cellular,25,jul,3,0,0,unknown,1.4166666666666667,"(48.0, 63.0]",0
37,technician,married,secondary,no,3728,no,no,unknown,20,jun,4,0,0,unknown,0.9166666666666666,"(33.0, 48.0]",0
32,admin.,married,unknown,no,516,yes,no,cellular,7,may,8,0,0,unknown,0.3333333333333333,"(17.925, 33.0]",0
30,blue-collar,married,secondary,no,194,yes,no,cellular,8,may,3,0,0,unknown,7.916666666666667,"(17.925, 33.0]",0
50,services,divorced,secondary,no,761,yes,no,unknown,19,may,1,0,0,unknown,2.816666666666667,"(48.0, 63.0]",0
34,services,married,secondary,no,241,yes,no,cellular,17,apr,2,147,1,other,22.733333333333334,"(33.0, 48.0]",1
58,management,single,tertiary,no,0,no,no,cellular,22,aug,2,0,0,unknown,1.2,"(48.0, 63.0]",0
30,blue-collar,married,secondary,no,1445,yes,no,unknown,20,may,1,0,0,unknown,2.3333333333333335,"(17.925, 33.0]",0
54,technician,married,secondary,no,0,no,no,cellular,6,nov,5,192,8,other,7.733333333333333,"(48.0, 63.0]",1
29,technician,single,tertiary,no,452,yes,no,cellular,11,may,1,0,0,unknown,0.9833333333333333,"(17.925, 33.0]",0
29,technician,single,secondary,no,1165,no,no,cellular,3,dec,2,184,1,success,4.066666666666666,"(17.925, 33.0]",1
33,blue-collar,married,secondary,no,88,yes,no,unknown,9,may,2,0,0,unknown,0.95,"(17.925, 33.0]",0
50,admin.,married,secondary,no,350,no,no,cellular,5,aug,2,0,0,unknown,1.1,"(48.0, 63.0]",0
60,admin.,married,secondary,no,-396,yes,no,cellular,11,may,1,350,1,failure,7.383333333333334,"(48.0, 63.0]",1
47,unemployed,married,secondary,no,1108,no,no,cellular,8,aug,2,0,0,unknown,2.816666666666667,"(33.0, 48.0]",0
29,unemployed,married,primary,no,639,no,yes,cellular,4,feb,2,0,0,unknown,5.966666666666667,"(17.925, 33.0]",0
55,technician,married,tertiary,no,874,yes,no,unknown,15,may,11,0,0,unknown,5.233333333333333,"(48.0, 63.0]",0
54,management,married,tertiary,no,14107,no,no,cellular,17,nov,1,0,0,unknown,1.6333333333333333,"(48.0, 63.0]",0
42,blue-collar,divorced,secondary,no,1261,yes,yes,cellular,10,jul,1,0,0,unknown,4.533333333333333,"(33.0, 48.0]",0
45,admin.,married,secondary,no,2556,no,no,telephone,26,jan,2,0,0,unknown,3.2666666666666666,"(33.0, 48.0]",0
31,management,single,tertiary,no,-446,no,no,cellular,19,aug,4,0,0,unknown,2.6,"(17.925, 33.0]",0
40,blue-collar,married,primary,no,418,no,no,cellular,2,feb,2,0,0,unknown,1.4,"(33.0, 48.0]",0
51,self-employed,married,primary,no,106,yes,no,telephone,31,jul,2,0,0,unknown,4.0,"(48.0, 63.0]",0
31,entrepreneur,single,secondary,no,159,yes,no,cellular,21,nov,1,182,1,failure,1.1,"(17.925, 33.0]",1
45,management,married,tertiary,no,210,yes,no,cellular,21,jul,1,0,0,unknown,10.383333333333333,"(33.0, 48.0]",0
60,retired,married,secondary,no,3570,no,no,telephone,28,jul,2,0,0,unknown,1.8666666666666667,"(48.0, 63.0]",0
51,blue-collar,married,primary,no,581,no,no,cellular,25,aug,4,0,0,unknown,2.0166666666666666,"(48.0, 63.0]",0
50,entrepreneur,divorced,tertiary,no,1790,no,yes,cellular,6,feb,3,0,0,unknown,12.466666666666667,"(48.0, 63.0]",0
59,retired,divorced,primary,no,40,no,no,unknown,6,jun,1,0,0,unknown,1.8,"(48.0, 63.0]",0
45,technician,married,secondary,no,3007,no,no,unknown,11,jun,1,0,0,unknown,7.366666666666666,"(33.0, 48.0]",0
34,technician,divorced,secondary,no,347,no,no,cellular,29,aug,14,0,0,unknown,0.25,"(33.0, 48.0]",0
41,blue-collar,married,primary,no,4,no,no,cellular,23,jul,5,0,0,unknown,1.2333333333333334,"(33.0, 48.0]",0
34,management,married,tertiary,no,101,no,no,cellular,8,aug,2,0,0,unknown,7.866666666666666,"(33.0, 48.0]",0
44,technician,married,tertiary,no,1707,no,no,cellular,8,aug,3,0,0,unknown,6.766666666666667,"(33.0, 48.0]",0
31,admin.,married,secondary,no,2304,yes,no,cellular,20,nov,2,0,0,unknown,4.283333333333333,"(17.925, 33.0]",0
31,technician,single,tertiary,no,2744,yes,no,cellular,8,aug,2,0,0,unknown,5.15,"(17.925, 33.0]",0
42,management,single,secondary,no,164,no,no,cellular,20,aug,2,0,0,unknown,8.333333333333334,"(33.0, 48.0]",0
53,management,married,tertiary,no,193,no,no,unknown,14,may,2,0,0,unknown,8.683333333333334,"(48.0, 63.0]",0
37,unknown,married,secondary,no,5700,no,no,unknown,19,jun,2,0,0,unknown,0.8166666666666667,"(33.0, 48.0]",0
35,unemployed,single,primary,yes,-84,no,no,cellular,9,feb,11,0,0,unknown,0.31666666666666665,"(33.0, 48.0]",0
56,technician,divorced,secondary,no,0,no,no,cellular,26,aug,8,0,0,unknown,7.85,"(48.0, 63.0]",0
31,blue-collar,single,tertiary,no,761,no,no,telephone,18,nov,2,0,0,unknown,8.566666666666666,"(17.925, 33.0]",0
30,unemployed,married,tertiary,no,0,yes,no,cellular,18,nov,1,0,0,unknown,12.6,"(17.925, 33.0]",0
60,blue-collar,married,secondary,no,19447,yes,no,telephone,9,jul,1,0,0,unknown,3.2666666666666666,"(48.0, 63.0]",0
31,management,single,tertiary,no,-307,yes,yes,unknown,26,may,2,0,0,unknown,1.5166666666666666,"(17.925, 33.0]",0
37,blue-collar,married,primary,yes,-142,no,no,unknown,11,jun,3,0,0,unknown,3.316666666666667,"(33.0, 48.0]",0
45,technician,married,tertiary,no,0,no,no,cellular,21,aug,2,0,0,unknown,1.7166666666666666,"(33.0, 48.0]",0
40,services,married,secondary,no,2843,yes,no,cellular,20,apr,1,305,1,success,3.716666666666667,"(33.0, 48.0]",1
36,management,married,tertiary,no,255,no,no,cellular,25,aug,6,95,4,success,4.033333333333333,"(33.0, 48.0]",1
47,self-employed,married,tertiary,no,-80,yes,no,cellular,6,feb,3,270,2,failure,2.5,"(33.0, 48.0]",1
54,services,single,secondary,no,0,no,no,cellular,23,sep,1,0,0,unknown,3.4833333333333334,"(48.0, 63.0]",0
39,technician,single,secondary,no,556,yes,no,unknown,29,may,1,0,0,unknown,5.366666666666666,"(33.0, 48.0]",0
38,blue-collar,single,secondary,no,3054,no,no,unknown,20,jun,11,0,0,unknown,0.4,"(33.0, 48.0]",0
58,management,divorced,tertiary,no,0,no,no,telephone,10,jul,7,0,0,unknown,3.783333333333333,"(48.0, 63.0]",0
30,services,married,secondary,no,-95,yes,yes,unknown,26,may,3,0,0,unknown,5.1,"(17.925, 33.0]",0
29,management,married,secondary,no,231,no,no,cellular,30,apr,1,0,0,unknown,1.3333333333333333,"(17.925, 33.0]",0
46,management,married,secondary,no,766,yes,no,unknown,16,jul,1,0,0,unknown,0.1,"(33.0, 48.0]",0
45,admin.,married,secondary,yes,1,no,no,telephone,2,feb,2,207,1,other,17.133333333333333,"(33.0, 48.0]",1
48,blue-collar,married,primary,no,1876,yes,no,unknown,20,jun,3,0,0,unknown,0.18333333333333332,"(33.0, 48.0]",0
49,management,married,secondary,no,27,yes,no,cellular,24,jul,2,0,0,unknown,1.05,"(48.0, 63.0]",0
48,services,divorced,secondary,no,-203,yes,no,cellular,18,may,5,297,1,other,2.6,"(33.0, 48.0]",1
27,blue-collar,single,primary,no,-79,yes,no,unknown,30,may,5,0,0,unknown,6.416666666666667,"(17.925, 33.0]",0
28,student,single,secondary,no,153,no,no,cellular,23,jul,2,0,0,unknown,18.733333333333334,"(17.925, 33.0]",0
29,management,single,tertiary,no,502,no,no,cellular,8,jul,1,87,5,failure,16.133333333333333,"(17.925, 33.0]",1
34,services,single,secondary,no,4062,yes,yes,cellular,15,may,1,0,0,unknown,0.48333333333333334,"(33.0, 48.0]",0
46,services,divorced,secondary,no,348,yes,no,cellular,20,apr,1,0,0,unknown,5.383333333333334,"(33.0, 48.0]",0
22,services,single,secondary,no,129,no,no,cellular,15,apr,2,181,1,success,3.6333333333333333,"(17.925, 33.0]",1
44,technician,married,tertiary,no,1818,yes,yes,cellular,3,feb,1,92,4,failure,8.466666666666667,"(33.0, 48.0]",1
28,services,married,secondary,no,1214,no,no,unknown,28,may,1,0,0,unknown,9.7,"(17.925, 33.0]",0
35,management,married,tertiary,no,24,yes,no,cellular,8,apr,1,231,2,failure,2.816666666666667,"(33.0, 48.0]",1
34,management,married,tertiary,no,1036,yes,no,cellular,19,nov,7,0,0,unknown,0.9,"(33.0, 48.0]",0
32,blue-collar,married,secondary,no,1148,yes,no,cellular,20,apr,1,0,0,unknown,2.0166666666666666,"(17.925, 33.0]",0
41,technician,married,secondary,no,2123,no,no,cellular,8,aug,2,0,0,unknown,2.1666666666666665,"(33.0, 48.0]",0
49,technician,married,tertiary,no,-129,yes,no,cellular,8,may,1,0,0,unknown,4.0,"(48.0, 63.0]",0
41,management,married,tertiary,no,4357,yes,no,unknown,19,may,1,0,0,unknown,1.8333333333333333,"(33.0, 48.0]",0
49,admin.,married,secondary,no,12,no,no,unknown,30,jun,2,0,0,unknown,3.6166666666666667,"(48.0, 63.0]",0
25,management,married,tertiary,no,127,yes,no,cellular,18,may,2,0,0,unknown,11.583333333333334,"(17.925, 33.0]",0
54,management,married,primary,no,338,yes,no,telephone,18,jul,5,0,0,unknown,1.65,"(48.0, 63.0]",0
39,self-employed,married,secondary,yes,-571,no,no,unknown,6,jun,2,0,0,unknown,3.0,"(33.0, 48.0]",0
39,technician,divorced,secondary,no,530,yes,yes,cellular,6,may,1,0,0,unknown,1.1333333333333333,"(33.0, 48.0]",0
49,housemaid,married,primary,no,0,yes,no,cellular,17,jul,1,0,0,unknown,0.85,"(48.0, 63.0]",0
32,management,divorced,tertiary,no,1486,yes,no,cellular,21,jul,2,0,0,unknown,2.5166666666666666,"(17.925, 33.0]",0
46,technician,married,secondary,no,967,no,no,cellular,7,jul,3,0,0,unknown,4.133333333333334,"(33.0, 48.0]",0
45,technician,divorced,secondary,no,72,yes,no,cellular,31,jul,5,0,0,unknown,1.9166666666666667,"(33.0, 48.0]",0
48,blue-collar,married,secondary,no,5057,yes,no,unknown,19,may,2,0,0,unknown,0.35,"(33.0, 48.0]",0
27,student,single,tertiary,no,1013,no,no,cellular,28,jan,3,0,0,unknown,16.083333333333332,"(17.925, 33.0]",0
57,entrepreneur,married,unknown,no,657,no,no,unknown,12,jun,1,0,0,unknown,5.733333333333333,"(48.0, 63.0]",0
37,blue-collar,married,secondary,no,2848,yes,no,cellular,16,apr,2,147,3,failure,4.666666666666667,"(33.0, 48.0]",1
56,retired,married,tertiary,no,811,no,no,cellular,14,aug,19,0,0,unknown,2.466666666666667,"(48.0, 63.0]",0
35,admin.,married,secondary,no,640,no,no,unknown,6,jun,2,0,0,unknown,7.683333333333334,"(33.0, 48.0]",0
48,management,married,tertiary,no,5320,yes,no,unknown,20,jun,1,0,0,unknown,13.2,"(33.0, 48.0]",0
32,admin.,single,secondary,no,10218,yes,no,cellular,19,nov,2,0,0,unknown,2.4833333333333334,"(17.925, 33.0]",0
35,management,single,tertiary,no,219,no,no,cellular,22,jul,6,0,0,unknown,2.6666666666666665,"(33.0, 48.0]",0
48,blue-collar,single,secondary,no,580,yes,no,unknown,12,jun,2,0,0,unknown,3.0833333333333335,"(33.0, 48.0]",0
37,admin.,married,tertiary,no,103,yes,yes,cellular,27,apr,3,0,0,unknown,1.35,"(33.0, 48.0]",0
38,technician,married,secondary,no,381,yes,no,unknown,29,may,2,0,0,unknown,2.1,"(33.0, 48.0]",0
32,blue-collar,married,secondary,no,-428,yes,no,unknown,13,may,1,0,0,unknown,8.633333333333333,"(17.925, 33.0]",0
37,admin.,single,tertiary,no,2505,no,no,cellular,7,aug,3,0,0,unknown,7.0,"(33.0, 48.0]",0
37,management,married,primary,no,1404,yes,no,cellular,2,feb,1,0,0,unknown,1.6166666666666667,"(33.0, 48.0]",0
59,admin.,married,secondary,no,2552,no,yes,cellular,5,aug,3,0,0,unknown,2.0833333333333335,"(48.0, 63.0]",0
56,blue-collar,married,primary,no,420,yes,no,unknown,9,may,1,0,0,unknown,1.2666666666666666,"(48.0, 63.0]",0
43,technician,married,secondary,no,473,yes,no,cellular,3,feb,3,211,5,failure,2.466666666666667,"(33.0, 48.0]",1
55,blue-collar,divorced,secondary,no,-152,yes,no,cellular,7,may,3,0,0,unknown,0.6,"(48.0, 63.0]",0
22,student,single,secondary,no,1564,no,no,cellular,28,aug,2,0,0,unknown,0.6,"(17.925, 33.0]",0
55,blue-collar,divorced,secondary,no,496,no,yes,cellular,28,jul,4,0,0,unknown,1.55,"(48.0, 63.0]",0
29,blue-collar,married,secondary,no,59,yes,yes,cellular,14,may,3,356,2,failure,1.6666666666666667,"(17.925, 33.0]",1
31,technician,married,secondary,no,1072,no,no,cellular,19,aug,3,0,0,unknown,2.35,"(17.925, 33.0]",0
36,services,married,secondary,no,5024,no,no,unknown,21,may,1,0,0,unknown,2.316666666666667,"(33.0, 48.0]",0
34,technician,married,secondary,no,0,yes,no,cellular,3,aug,1,470,2,failure,4.35,"(33.0, 48.0]",1
31,technician,married,secondary,no,6699,no,no,cellular,4,aug,1,0,0,unknown,7.266666666666667,"(17.925, 33.0]",0
28,technician,single,tertiary,no,0,yes,no,cellular,12,aug,1,79,3,success,2.5,"(17.925, 33.0]",1
38,technician,married,secondary,no,557,yes,no,cellular,16,nov,4,0,0,unknown,25.933333333333334,"(33.0, 48.0]",0
26,services,married,secondary,no,864,yes,yes,cellular,14,may,1,0,0,unknown,7.766666666666667,"(17.925, 33.0]",0
40,management,married,tertiary,no,0,yes,no,cellular,28,jul,11,0,0,unknown,0.8666666666666667,"(33.0, 48.0]",0
43,blue-collar,single,primary,no,189,no,yes,telephone,22,jul,15,0,0,unknown,1.6166666666666667,"(33.0, 48.0]",0
32,services,married,primary,no,164,yes,no,unknown,17,jul,1,0,0,unknown,0.31666666666666665,"(17.925, 33.0]",0
50,self-employed,married,unknown,no,-84,yes,no,unknown,6,may,1,0,0,unknown,1.6833333333333333,"(48.0, 63.0]",0
31,technician,single,tertiary,no,221,yes,no,unknown,19,may,3,0,0,unknown,2.4166666666666665,"(17.925, 33.0]",0
